timestamp,a_party,b_party,duration,service_type,bytes_up,bytes_down,cell_tower_id,lac,location,session_id,imei,protocol,status
2025-08-20 07:30:02,9199759855,9199944658,16,VOICE,128768,128098,TOWER_002,1443,"Lake Pamelabury, Maine",SID_00000027,310270537683853,SIP,BUSY
2025-08-06 11:26:22,117.116.31.82,203.201.96.97,1389,DATA,12593090,125930907,TOWER_018,6154,"Garzamouth, Massachusetts",SID_00000028,,FTP,COMPLETED
2025-08-16 02:49:11,172.16.163.108,10.0.163.182,303,DATA,5497177,54971775,TOWER_002,1443,"Lake Pamelabury, Maine",SID_00000029,,FTP,COMPLETED
2025-08-18 05:07:58,10.0.139.90,9199521943,158,DATA,1480886,14808866,TOWER_033,4941,"West Lisa, Kansas",SID_00000030,,UDP,COMPLETED
2025-08-25 19:28:39,9198713447,9199186147,0,SMS,142,191,TOWER_027,2054,"North Perrytown, Oregon",SID_00000031,716083309261625,SMS-MT/MO,COMPLETED
2025-08-02 12:03:06,9198824151,9199086393,102,VOICE,816572,816423,TOWER_002,1443,"Lake Pamelabury, Maine",SID_00000032,983393493665029,SIP,BUSY
2025-08-15 10:12:14,9199500058,172.16.93.82,0,SMS,113,245,TOWER_001,1403,"Hammondville, California",SID_00000033,836290388606515,SMS-MT/MO,COMPLETED
2025-08-11 07:30:31,9199502410,172.16.7.58,7045,DATA,300992693,3009926935,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000034,,TCP,COMPLETED
2025-08-19 04:04:51,9198731233,203.186.52.241,0,SMS,476,129,TOWER_020,4741,"Gregorymouth, Iowa",SID_00000035,990079103931176,SMS-MT/MO,COMPLETED
2025-08-12 05:19:40,9199120058,9199441368,34,VOICE,272033,271134,TOWER_023,6063,"Reillyfurt, Oregon",SID_00000036,699419249514155,H.323,FAILED
2025-08-11 17:24:42,9199521106,9199396248,68,VOICE,543581,543035,TOWER_009,8018,"Johnsonberg, Tennessee",SID_00000037,346691174858671,RTP,BUSY
2025-08-17 13:49:25,9199806784,9199636316,0,SMS,375,286,TOWER_046,8241,"Andersonland, North Carolina",SID_00000038,964558413633524,SMS-MT/MO,COMPLETED
2025-08-19 04:27:55,9199577712,192.168.11.179,0,SMS,123,144,TOWER_012,9045,"Lake Kathryn, Illinois",SID_00000039,228764162948073,SMS-MT/MO,COMPLETED
2025-08-05 19:03:52,10.0.36.92,203.90.62.153,5145,DATA,107268619,1072686195,TOWER_038,7497,"Brucefurt, Arkansas",SID_00000040,,HTTP,COMPLETED
2025-08-09 08:20:39,9199159055,172.16.211.183,0,SMS,244,320,TOWER_047,7150,"North Crystalside, Indiana",SID_00000041,172970676664842,SMS-MT/MO,COMPLETED
2025-08-16 01:51:08,9198809943,203.198.158.174,1675,DATA,62092920,620929200,TOWER_023,6063,"Reillyfurt, Oregon",SID_00000042,,HTTP,COMPLETED
2025-08-08 01:39:56,9199944658,9199810236,71,VOICE,568296,568042,TOWER_044,5713,"Caitlynbury, Vermont",SID_00000043,871622983689048,SIP,FAILED
2025-08-01 06:57:24,203.198.158.174,9199683212,486,DATA,17306362,173063628,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000044,,HTTPS,COMPLETED
2025-08-03 22:20:30,9199870206,172.16.11.221,1744,DATA,86762953,867629536,TOWER_044,5713,"Caitlynbury, Vermont",SID_00000045,,TCP,COMPLETED
2025-08-24 05:49:52,9199740611,203.90.62.153,104,VOICE,832659,831296,TOWER_026,3226,"Phillipburgh, Pennsylvania",SID_00000046,866934395414104,RTP,COMPLETED
2025-08-20 20:18:47,9199915657,9199280915,493,VOICE,3943578,3944103,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000047,344836946495245,H.323,BUSY
2025-08-28 15:20:56,9199139868,9198875632,0,SMS,120,372,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000048,054258111916017,SMS-MT/MO,COMPLETED
2025-08-06 11:13:21,117.216.33.79,203.198.158.174,17,VOICE,135664,135843,TOWER_022,4124,"Leeshire, Wisconsin",SID_00000049,517910296042967,SIP,COMPLETED
2025-08-18 15:47:37,9199842122,9199018687,1765,DATA,71923750,719237500,TOWER_027,2054,"North Perrytown, Oregon",SID_00000050,,HTTPS,COMPLETED
2025-08-11 06:40:56,9199786342,9199555961,29,VOICE,232974,232173,TOWER_031,5104,"West Toddfort, Vermont",SID_00000051,056512759105282,RTP,COMPLETED
2025-07-31 21:10:47,117.92.246.161,9199153323,0,SMS,300,419,TOWER_045,1669,"West Paula, Iowa",SID_00000052,032542974029082,SMS-MT/MO,COMPLETED
2025-08-13 06:02:16,203.216.217.250,9199932642,666,DATA,23960948,239609484,TOWER_026,3226,"Phillipburgh, Pennsylvania",SID_00000053,,FTP,COMPLETED
2025-08-21 21:54:49,9198856706,9199560269,1384,VOICE,11072992,11071089,TOWER_042,2196,"Veronicaville, Alaska",SID_00000054,375295897227577,RTP,FAILED
2025-08-03 21:04:12,9199915657,9199672866,116,VOICE,927315,928355,TOWER_033,4941,"West Lisa, Kansas",SID_00000055,897845484807393,SIP,FAILED
2025-08-01 01:38:10,9198862271,203.186.52.241,0,SMS,420,400,TOWER_044,5713,"Caitlynbury, Vermont",SID_00000056,063182345806285,SMS-MT/MO,COMPLETED
2025-08-24 15:58:00,203.3.233.11,9198731412,506,DATA,18842377,188423774,TOWER_036,6740,"New Tiffanyshire, Virginia",SID_00000057,,HTTP,COMPLETED
2025-08-16 14:37:58,172.16.236.58,9198879617,0,SMS,462,363,TOWER_004,5573,"West Jane, Montana",SID_00000058,712740389564403,SMS-MT/MO,COMPLETED
2025-08-25 15:33:16,10.0.232.46,9199732640,4672,DATA,61332614,613326144,TOWER_040,4478,"West Shirley, Mississippi",SID_00000059,,HTTP,COMPLETED
2025-08-12 09:38:05,9199740611,117.249.58.43,124,DATA,703228,7032288,TOWER_006,9928,"Jeffreychester, Florida",SID_00000060,,HTTPS,COMPLETED
2025-08-22 05:30:05,9199560269,9199150667,0,SMS,492,201,TOWER_034,1262,"South Jennifer, Nevada",SID_00000061,321967027899853,SMS-MT/MO,COMPLETED
2025-08-09 04:52:49,10.0.232.46,9199721303,1327,DATA,24003174,240031741,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000062,,UDP,COMPLETED
2025-08-13 05:18:12,9199636904,9199768995,88,VOICE,703702,703687,TOWER_021,4978,"Watkinsport, North Carolina",SID_00000063,366082122614753,SIP,BUSY
2025-07-31 15:00:11,9199382804,9198808177,0,SMS,211,115,TOWER_014,7397,"East Jamesberg, Illinois",SID_00000064,449713125174443,SMS-MT/MO,COMPLETED
2025-08-14 13:13:36,9199216970,9199890942,0,SMS,416,374,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000065,960118786261094,SMS-MT/MO,COMPLETED
2025-07-30 05:14:32,10.0.141.131,9199316860,161,DATA,3437961,34379618,TOWER_037,6202,"Margaretchester, Mississippi",SID_00000066,,FTP,COMPLETED
2025-08-03 21:10:06,10.0.104.83,9199810236,0,SMS,279,339,TOWER_046,8241,"Andersonland, North Carolina",SID_00000067,286945712579189,SMS-MT/MO,COMPLETED
2025-08-19 10:07:04,172.16.113.250,9199532553,73,VOICE,584178,584631,TOWER_028,8987,"West Kristen, Pennsylvania",SID_00000068,309036763403452,H.323,BUSY
2025-08-02 03:24:55,9199493261,9199403381,0,SMS,478,412,TOWER_008,2231,"Yolandachester, Colorado",SID_00000069,532374234730059,SMS-MT/MO,COMPLETED
2025-08-24 16:07:28,10.0.212.69,9199052863,1521,DATA,9987190,99871902,TOWER_025,6087,"New Sandrachester, Pennsylvania",SID_00000070,,HTTPS,COMPLETED
2025-08-14 18:20:40,9198820938,9199532553,1623,DATA,47415458,474154581,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000071,,HTTPS,COMPLETED
2025-08-07 06:40:05,10.0.66.224,117.142.242.77,0,SMS,318,287,TOWER_027,2054,"North Perrytown, Oregon",SID_00000072,366082122614753,SMS-MT/MO,COMPLETED
2025-08-23 12:13:05,9198862271,9199560269,0,SMS,388,267,TOWER_013,6886,"Carterchester, Michigan",SID_00000073,874833884892134,SMS-MT/MO,COMPLETED
2025-08-10 03:48:53,10.0.104.83,192.168.72.157,44,VOICE,351051,352636,TOWER_038,7497,"Brucefurt, Arkansas",SID_00000074,132472589480132,RTP,BUSY
2025-08-06 15:39:06,203.216.217.250,9199906276,1004,DATA,48330752,483307528,TOWER_009,8018,"Johnsonberg, Tennessee",SID_00000075,,HTTPS,COMPLETED
2025-08-11 04:30:45,172.16.211.183,9199786684,0,SMS,471,469,TOWER_007,9982,"Port Abigailland, Oregon",SID_00000076,243181126604982,SMS-MT/MO,COMPLETED
2025-08-17 15:31:16,172.16.200.58,9198849494,48,VOICE,383201,384345,TOWER_014,7397,"East Jamesberg, Illinois",SID_00000077,489890050863113,SIP,FAILED
2025-08-08 16:31:03,9199311027,172.16.7.189,1784,DATA,85366184,853661840,TOWER_029,9418,"Cunninghamside, Wyoming",SID_00000078,,TCP,COMPLETED
2025-08-15 11:01:06,9198798133,117.147.167.39,150,VOICE,1199098,1200961,TOWER_047,7150,"North Crystalside, Indiana",SID_00000079,422915920802089,RTP,COMPLETED
2025-08-24 16:37:51,9199257724,9199814694,762,DATA,29653915,296539158,TOWER_016,5220,"Whiteheadberg, Louisiana",SID_00000080,,FTP,COMPLETED
2025-08-03 10:41:20,172.16.226.182,9199216970,1695,DATA,79805346,798053460,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000081,,HTTP,COMPLETED
2025-08-17 16:46:33,9198731412,9199257724,167,DATA,1054504,10545048,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000082,,TCP,COMPLETED
2025-08-06 15:24:16,192.168.97.181,9199248889,163,DATA,1869936,18699360,TOWER_025,6087,"New Sandrachester, Pennsylvania",SID_00000083,,FTP,COMPLETED
2025-08-12 11:54:37,9198731412,9199842122,653,DATA,16233645,162336453,TOWER_042,2196,"Veronicaville, Alaska",SID_00000084,,UDP,COMPLETED
2025-08-28 03:55:14,9199434093,192.168.43.222,591,VOICE,4727069,4728407,TOWER_007,9982,"Port Abigailland, Oregon",SID_00000085,750197942141150,RTP,COMPLETED
2025-08-18 09:49:17,9199074290,9199459931,261,VOICE,2087822,2088065,TOWER_002,1443,"Lake Pamelabury, Maine",SID_00000086,321967027899853,RTP,FAILED
2025-08-28 12:53:30,9199156078,117.116.37.157,0,SMS,388,150,TOWER_025,6087,"New Sandrachester, Pennsylvania",SID_00000087,339252600527372,SMS-MT/MO,COMPLETED
2025-08-28 03:58:14,9199758682,172.16.200.58,19,VOICE,152179,151766,TOWER_004,5573,"West Jane, Montana",SID_00000088,063182345806285,SIP,BUSY
2025-07-30 09:21:36,9199153731,9198798133,274,VOICE,2191967,2192954,TOWER_017,6240,"Riosville, Missouri",SID_00000089,329905455019356,H.323,FAILED
2025-08-02 08:13:03,9199062723,192.168.234.163,1557,DATA,46546670,465466707,TOWER_012,9045,"Lake Kathryn, Illinois",SID_00000090,,HTTPS,COMPLETED
2025-08-26 21:53:00,9199156078,9199555961,0,SMS,458,101,TOWER_023,6063,"Reillyfurt, Oregon",SID_00000091,318355908466531,SMS-MT/MO,COMPLETED
2025-08-01 15:35:20,9199807907,9199174842,524,VOICE,4192215,4191956,TOWER_044,5713,"Caitlynbury, Vermont",SID_00000092,772649303901366,H.323,COMPLETED
2025-08-15 15:53:53,203.204.172.13,9198767220,0,SMS,154,139,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000093,243809842036283,SMS-MT/MO,COMPLETED
2025-08-07 16:13:57,9198813658,9199683212,0,SMS,466,284,TOWER_024,2600,"Victoriastad, Ohio",SID_00000094,077744676460287,SMS-MT/MO,COMPLETED
2025-08-26 10:33:22,10.0.131.76,9199102120,0,SMS,305,349,TOWER_030,4554,"Carlyberg, Texas",SID_00000095,691414545972794,SMS-MT/MO,COMPLETED
2025-08-24 14:22:16,9199440612,9199222432,0,SMS,212,496,TOWER_021,4978,"Watkinsport, North Carolina",SID_00000096,273094178141747,SMS-MT/MO,COMPLETED
2025-08-12 07:35:36,9198921665,9198862271,1384,DATA,25319588,253195880,TOWER_047,7150,"North Crystalside, Indiana",SID_00000097,,UDP,COMPLETED
2025-08-22 23:52:34,9199459931,9199150667,0,SMS,318,273,TOWER_028,8987,"West Kristen, Pennsylvania",SID_00000098,603417464861132,SMS-MT/MO,COMPLETED
2025-08-19 00:50:58,203.152.249.134,9199215498,0,SMS,248,228,TOWER_010,1476,"Port Alexisside, Kansas",SID_00000099,983393493665029,SMS-MT/MO,COMPLETED
2025-08-26 06:00:49,192.168.43.222,9198856706,0,SMS,130,443,TOWER_007,9982,"Port Abigailland, Oregon",SID_00000100,243181126604982,SMS-MT/MO,COMPLETED
2025-08-24 12:26:19,9199457290,9199763852,0,SMS,319,284,TOWER_046,8241,"Andersonland, North Carolina",SID_00000101,434955722912049,SMS-MT/MO,COMPLETED
2025-08-11 04:31:53,9199634888,9198813658,1778,DATA,82377229,823772292,TOWER_049,4121,"Zimmermanfort, New Hampshire",SID_00000102,,HTTPS,COMPLETED
2025-08-09 17:12:25,10.0.89.109,9199011651,70,VOICE,559703,559985,TOWER_049,4121,"Zimmermanfort, New Hampshire",SID_00000103,188880611040683,H.323,FAILED
2025-08-23 21:31:47,9199915657,9199728090,158,VOICE,1264452,1263415,TOWER_038,7497,"Brucefurt, Arkansas",SID_00000104,186515114974972,H.323,BUSY
2025-08-03 22:25:39,9199330774,9199431942,1311,DATA,39341930,393419301,TOWER_037,6202,"Margaretchester, Mississippi",SID_00000105,,HTTP,COMPLETED
2025-07-30 04:44:16,9199941407,9199330774,18,VOICE,144329,144551,TOWER_031,5104,"West Toddfort, Vermont",SID_00000106,517910296042967,SIP,BUSY
2025-08-25 05:57:39,9198764275,10.0.36.92,516,DATA,17675322,176753220,TOWER_047,7150,"North Crystalside, Indiana",SID_00000107,,HTTPS,COMPLETED
2025-08-17 09:43:41,9198957456,9199055525,0,SMS,131,420,TOWER_008,2231,"Yolandachester, Colorado",SID_00000108,054258111916017,SMS-MT/MO,COMPLETED
2025-08-25 11:08:48,9199107111,9199636316,36,VOICE,287966,288826,TOWER_046,8241,"Andersonland, North Carolina",SID_00000109,582562782339150,SIP,COMPLETED
2025-08-05 11:48:28,9199753733,9199636316,159,VOICE,1272574,1272721,TOWER_022,4124,"Leeshire, Wisconsin",SID_00000110,344836946495245,RTP,FAILED
2025-08-25 09:26:35,9199903033,9199539236,17,VOICE,136637,135576,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000111,149687356786989,H.323,BUSY
2025-08-08 01:19:02,9198895664,10.0.48.19,0,SMS,350,393,TOWER_023,6063,"Reillyfurt, Oregon",SID_00000112,991254555249034,SMS-MT/MO,COMPLETED
2025-08-12 04:13:14,117.94.87.170,9199540445,20,VOICE,160494,160236,TOWER_017,6240,"Riosville, Missouri",SID_00000113,271106366296299,H.323,COMPLETED
2025-08-20 04:03:30,9198767220,117.237.240.239,1377,DATA,60955659,609556590,TOWER_043,3595,"Forbesport, South Carolina",SID_00000114,,HTTPS,COMPLETED
2025-08-28 09:41:58,9199906276,117.41.218.193,0,SMS,143,490,TOWER_030,4554,"Carlyberg, Texas",SID_00000115,113774965315832,SMS-MT/MO,COMPLETED
2025-08-24 07:00:02,203.11.121.234,203.75.211.192,1723,DATA,24469356,244693568,TOWER_024,2600,"Victoriastad, Ohio",SID_00000116,,HTTP,COMPLETED
2025-08-27 13:00:50,9199560269,9199634888,110,VOICE,879792,879818,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000117,530221621285475,H.323,FAILED
2025-08-20 02:09:25,9199740611,9199330774,5547,DATA,236091968,2360919687,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000118,,TCP,COMPLETED
2025-08-19 02:24:48,9199499373,10.0.109.175,0,SMS,204,342,TOWER_031,5104,"West Toddfort, Vermont",SID_00000119,697909946151477,SMS-MT/MO,COMPLETED
2025-08-27 05:42:09,9199284491,9199691868,1323,DATA,54818505,548185050,TOWER_045,1669,"West Paula, Iowa",SID_00000120,,HTTP,COMPLETED
2025-08-03 03:20:57,117.116.31.82,9199186147,49,VOICE,392947,391610,TOWER_017,6240,"Riosville, Missouri",SID_00000121,449713125174443,SIP,COMPLETED
2025-08-20 13:32:05,9198954769,203.38.141.102,67,VOICE,536423,535384,TOWER_001,1403,"Hammondville, California",SID_00000122,143827845998255,SIP,FAILED
2025-08-07 02:10:15,9199636904,9199062723,330,DATA,11501193,115011930,TOWER_021,4978,"Watkinsport, North Carolina",SID_00000123,,FTP,COMPLETED
2025-08-28 17:55:13,9198809943,9198919378,25,VOICE,200020,199341,TOWER_034,1262,"South Jennifer, Nevada",SID_00000124,374555478244385,RTP,COMPLETED
2025-08-09 07:45:51,203.204.172.13,9199504782,0,SMS,236,121,TOWER_019,4361,"Wesleybury, Iowa",SID_00000125,018789734121142,SMS-MT/MO,COMPLETED
2025-08-16 20:40:49,9199064761,9199011421,0,SMS,268,306,TOWER_025,6087,"New Sandrachester, Pennsylvania",SID_00000126,228764162948073,SMS-MT/MO,COMPLETED
2025-07-31 02:15:30,9199153731,9199636316,11,VOICE,87050,87287,TOWER_025,6087,"New Sandrachester, Pennsylvania",SID_00000127,286945712579189,H.323,BUSY
2025-08-08 15:35:34,192.168.234.163,9199903033,0,SMS,394,138,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000128,822734721230531,SMS-MT/MO,COMPLETED
2025-08-18 03:48:49,9199316860,9198731412,0,SMS,426,221,TOWER_031,5104,"West Toddfort, Vermont",SID_00000129,221879837736078,SMS-MT/MO,COMPLETED
2025-08-18 07:37:59,9199521106,9199940759,118,DATA,5006846,50068462,TOWER_004,5573,"West Jane, Montana",SID_00000130,,FTP,COMPLETED
2025-08-13 10:04:03,9198769488,9199018687,0,SMS,208,356,TOWER_045,1669,"West Paula, Iowa",SID_00000131,940185614501504,SMS-MT/MO,COMPLETED
2025-08-28 03:13:47,192.168.41.42,9199577712,0,SMS,246,389,TOWER_046,8241,"Andersonland, North Carolina",SID_00000132,603526019984748,SMS-MT/MO,COMPLETED
2025-08-07 19:14:32,10.0.151.143,117.76.40.213,798,DATA,34241940,342419406,TOWER_034,1262,"South Jennifer, Nevada",SID_00000133,,HTTPS,COMPLETED
2025-08-02 05:12:25,9199932642,10.0.156.102,0,SMS,163,206,TOWER_030,4554,"Carlyberg, Texas",SID_00000134,422886028278466,SMS-MT/MO,COMPLETED
2025-08-06 02:58:34,9198807038,9199521106,354,DATA,7838409,78384096,TOWER_013,6886,"Carterchester, Michigan",SID_00000135,,HTTPS,COMPLETED
2025-08-14 09:26:15,9199434093,9199691868,1664,DATA,69468339,694683392,TOWER_040,4478,"West Shirley, Mississippi",SID_00000136,,UDP,COMPLETED
2025-08-23 14:25:43,9199382804,9198798133,18,VOICE,144150,143670,TOWER_008,2231,"Yolandachester, Colorado",SID_00000137,229064851727704,H.323,FAILED
2025-08-10 05:19:35,9199074290,172.16.113.250,0,SMS,250,194,TOWER_030,4554,"Carlyberg, Texas",SID_00000138,063164173215110,SMS-MT/MO,COMPLETED
2025-07-30 03:44:39,9199940759,9199257724,18,VOICE,144988,143798,TOWER_012,9045,"Lake Kathryn, Illinois",SID_00000139,374320639964268,H.323,FAILED
2025-08-04 07:58:03,9198787540,117.116.37.157,0,SMS,233,481,TOWER_049,4121,"Zimmermanfort, New Hampshire",SID_00000140,509182673158295,SMS-MT/MO,COMPLETED
2025-08-02 12:31:41,9199499373,9199215498,389,DATA,12407232,124072328,TOWER_013,6886,"Carterchester, Michigan",SID_00000141,,HTTP,COMPLETED
2025-08-13 21:07:44,172.16.113.250,203.152.249.134,3,VOICE,23787,23293,TOWER_034,1262,"South Jennifer, Nevada",SID_00000142,448349981270307,SIP,FAILED
2025-08-12 06:31:41,172.16.242.165,203.11.121.234,852,DATA,18188155,181881552,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000143,,TCP,COMPLETED
2025-08-27 01:58:25,9198963153,9199284491,0,SMS,302,470,TOWER_018,6154,"Garzamouth, Massachusetts",SID_00000144,213339865030389,SMS-MT/MO,COMPLETED
2025-08-18 13:55:37,172.16.7.189,9198909205,0,SMS,118,323,TOWER_046,8241,"Andersonland, North Carolina",SID_00000145,966102011722459,SMS-MT/MO,COMPLETED
2025-08-23 03:55:09,9199081786,192.168.139.91,106,VOICE,847977,847461,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000146,991494156357172,RTP,BUSY
2025-08-06 16:16:53,9199810236,10.0.147.199,1200,DATA,28981200,289812000,TOWER_045,1669,"West Paula, Iowa",SID_00000147,,FTP,COMPLETED
2025-08-17 21:45:05,9199330774,9199403381,0,SMS,236,345,TOWER_048,8843,"East Chelseyville, South Carolina",SID_00000148,825613506348942,SMS-MT/MO,COMPLETED
2025-08-27 21:15:03,9199500058,192.168.200.164,0,SMS,243,168,TOWER_039,7283,"West Erica, Alaska",SID_00000149,519286077443763,SMS-MT/MO,COMPLETED
2025-08-16 08:38:16,9199403381,9199120058,134,DATA,4951903,49519030,TOWER_035,4456,"Port Devon, Massachusetts",SID_00000150,,TCP,COMPLETED
2025-08-05 08:40:44,192.168.72.157,9198798133,12,VOICE,96646,96270,TOWER_021,4978,"Watkinsport, North Carolina",SID_00000151,023702335945148,RTP,COMPLETED
2025-08-26 21:27:55,117.47.37.81,9199663446,404,DATA,13482530,134825304,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000152,,HTTP,COMPLETED
2025-08-05 17:05:00,192.168.142.92,9199248889,93,VOICE,744763,743647,TOWER_024,2600,"Victoriastad, Ohio",SID_00000153,871622983689048,RTP,BUSY
2025-08-01 08:36:33,9199643709,9199932642,0,SMS,103,298,TOWER_004,5573,"West Jane, Montana",SID_00000154,678175585155657,SMS-MT/MO,COMPLETED
2025-08-23 05:27:54,9199424984,9199645247,0,SMS,300,121,TOWER_019,4361,"Wesleybury, Iowa",SID_00000155,281863402341281,SMS-MT/MO,COMPLETED
2025-08-18 05:12:49,117.147.167.39,9199758682,25,VOICE,200010,200547,TOWER_008,2231,"Yolandachester, Colorado",SID_00000156,603526019984748,SIP,COMPLETED
2025-08-03 16:11:35,9199580598,9198922095,0,SMS,223,330,TOWER_042,2196,"Veronicaville, Alaska",SID_00000157,187595463969656,SMS-MT/MO,COMPLETED
2025-08-10 15:45:38,9199740611,9199810236,130,VOICE,1040140,1040807,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000158,259609527521303,RTP,COMPLETED
2025-08-18 03:56:27,9198807038,172.16.7.58,1274,DATA,58326777,583267776,TOWER_005,2807,"West Jimmy, Alabama",SID_00000159,,UDP,COMPLETED
2025-08-18 11:01:51,9198880852,192.168.247.59,533,DATA,12326104,123261047,TOWER_050,4209,"Sandrastad, Connecticut",SID_00000160,,FTP,COMPLETED
2025-07-30 04:21:21,9198866721,9199046576,95,VOICE,759258,759565,TOWER_020,4741,"Gregorymouth, Iowa",SID_00000161,536567283790797,SIP,BUSY
2025-08-22 23:56:28,9199814694,9199188194,180,DATA,901116,9011160,TOWER_041,7729,"East Scottstad, Connecticut",SID_00000162,,UDP,COMPLETED
2025-08-26 23:33:36,9199805360,9198862271,23,VOICE,183230,184592,TOWER_042,2196,"Veronicaville, Alaska",SID_00000163,646695958069632,H.323,BUSY
