timestamp,a_party,b_party,duration,service_type,bytes_up,bytes_down,cell_tower_id,lac,location,session_id,imei,protocol,status
2025-08-13 10:25:19,9199190148,9199377036,0,SMS,463,403,TOWER_005,7633,"Lake Micheleside, West Virginia",SID_00000014,022022269554973,SMS-MT/MO,COMPLETED
2025-08-22 01:08:53,117.244.156.81,10.0.81.250,35,VOICE,280057,280441,TOWER_014,1373,"Cindyborough, Nevada",SID_00000015,447192976352193,SIP,COMPLETED
2025-08-14 06:45:29,9199650780,192.168.128.223,0,SMS,467,154,TOWER_050,3179,"New Tamarashire, Virginia",SID_00000016,645415584286892,SMS-MT/MO,COMPLETED
2025-08-18 03:18:23,117.157.175.10,203.54.34.197,4354,DATA,192684963,1926849638,TOWER_028,5294,"Maciaschester, New Hampshire",SID_00000017,,UDP,COMPLETED
2025-08-04 13:15:11,9199219374,9199749114,1445,DATA,41758043,417580435,TOWER_005,7633,"Lake Micheleside, West Virginia",SID_00000018,,UDP,COMPLETED
2025-08-03 21:30:41,9198841581,9198876996,0,SMS,317,277,TOWER_021,1884,"Toddfort, New Jersey",SID_00000019,051444953106837,SMS-MT/MO,COMPLETED
2025-08-14 12:06:16,203.127.6.31,9199371990,653,DATA,5699841,56998411,TOWER_037,1265,"Jamesfurt, Hawaii",SID_00000020,,HTTP,COMPLETED
2025-08-17 00:14:27,9198857940,9199766374,1780,DATA,73816778,738167780,TOWER_032,1196,"New Joseph, Missouri",SID_00000021,,HTTPS,COMPLETED
2025-08-13 13:19:49,9199772619,192.168.115.210,688,DATA,4311489,43114896,TOWER_047,8280,"Kevintown, Minnesota",SID_00000022,,FTP,COMPLETED
2025-08-25 07:42:08,9199846413,9199133776,0,SMS,346,197,TOWER_008,6090,"West Stephanie, Missouri",SID_00000023,757218341405240,SMS-MT/MO,COMPLETED
2025-08-17 10:16:23,9198797087,9199936648,120,VOICE,960559,960565,TOWER_028,5294,"Maciaschester, New Hampshire",SID_00000024,671742246398194,H.323,BUSY
2025-08-15 16:36:45,117.45.99.187,9198868520,1368,DATA,63390794,633907944,TOWER_032,1196,"New Joseph, Missouri",SID_00000025,,HTTP,COMPLETED
2025-08-22 14:30:07,9198753555,9199899850,327,DATA,8580283,85802838,TOWER_003,6023,"Bonniefurt, North Dakota",SID_00000026,,UDP,COMPLETED
2025-08-13 09:23:09,9199302437,172.16.212.244,0,SMS,207,373,TOWER_047,8280,"Kevintown, Minnesota",SID_00000027,757218341405240,SMS-MT/MO,COMPLETED
2025-08-02 12:32:12,9199499885,9199142311,0,SMS,274,217,TOWER_043,2887,"Porterberg, Connecticut",SID_00000028,294346863693367,SMS-MT/MO,COMPLETED
2025-08-24 10:27:05,9199341282,9199503208,222,VOICE,1775940,1775359,TOWER_008,6090,"West Stephanie, Missouri",SID_00000029,338190157878060,H.323,BUSY
2025-08-14 00:38:10,203.7.67.57,203.54.34.197,0,SMS,141,126,TOWER_002,5169,"Wesleytown, Nebraska",SID_00000030,453577043193079,SMS-MT/MO,COMPLETED
2025-08-10 19:52:48,172.16.206.87,9199843946,1591,DATA,56084022,560840228,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000031,,FTP,COMPLETED
2025-08-14 22:02:18,9199563158,117.49.166.113,0,SMS,100,331,TOWER_015,2152,"Jonestown, Washington",SID_00000032,634639483141495,SMS-MT/MO,COMPLETED
2025-08-05 13:07:53,10.0.193.220,10.0.22.115,50,VOICE,400220,400042,TOWER_026,7761,"Cindyport, Virginia",SID_00000033,960135244559498,RTP,COMPLETED
2025-08-09 19:39:31,9198918910,9199933952,1019,DATA,45672802,456728028,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000034,,UDP,COMPLETED
2025-08-05 19:22:10,117.157.175.10,9199727409,15,VOICE,119172,120012,TOWER_007,4606,"Wangland, Louisiana",SID_00000035,833084980562809,SIP,FAILED
2025-08-09 09:31:10,9199593815,9199723944,0,SMS,490,407,TOWER_024,3691,"Erinchester, Louisiana",SID_00000036,709876009528756,SMS-MT/MO,COMPLETED
2025-08-07 02:29:09,9199899850,192.168.115.210,4,VOICE,31457,31969,TOWER_038,4224,"Davidchester, Delaware",SID_00000037,286944292441832,SIP,COMPLETED
2025-08-18 07:52:15,9198876996,9199756795,0,SMS,478,138,TOWER_043,2887,"Porterberg, Connecticut",SID_00000038,141536362405133,SMS-MT/MO,COMPLETED
2025-08-13 22:32:03,203.158.42.7,9199749114,0,SMS,229,169,TOWER_008,6090,"West Stephanie, Missouri",SID_00000039,059611204529785,SMS-MT/MO,COMPLETED
2025-07-31 10:57:16,10.0.22.115,9199715542,0,SMS,120,427,TOWER_027,1082,"Patrickhaven, Minnesota",SID_00000040,805820237166890,SMS-MT/MO,COMPLETED
2025-08-21 14:37:38,9199730479,9199824820,946,DATA,26902821,269028210,TOWER_003,6023,"Bonniefurt, North Dakota",SID_00000041,,TCP,COMPLETED
2025-08-11 10:12:14,9199176530,9199715542,30,VOICE,239887,240450,TOWER_002,5169,"Wesleytown, Nebraska",SID_00000042,954936074172524,RTP,COMPLETED
2025-08-01 12:20:43,10.0.193.220,9199102372,874,DATA,12643546,126435462,TOWER_026,7761,"Cindyport, Virginia",SID_00000043,,HTTP,COMPLETED
2025-08-06 22:02:14,9198832920,9199376165,0,SMS,151,240,TOWER_050,3179,"New Tamarashire, Virginia",SID_00000044,651549535873099,SMS-MT/MO,COMPLETED
2025-08-08 16:56:30,117.160.125.116,9199954584,0,SMS,227,491,TOWER_045,2687,"Port Daniel, Iowa",SID_00000045,371723928843509,SMS-MT/MO,COMPLETED
2025-08-20 08:04:01,9199531138,9199149105,0,SMS,471,248,TOWER_018,4488,"North Jeffrey, Minnesota",SID_00000046,771789351364993,SMS-MT/MO,COMPLETED
2025-08-13 02:35:41,117.22.40.158,9199543950,0,SMS,100,493,TOWER_013,6431,"South Tracybury, Iowa",SID_00000047,920714243745945,SMS-MT/MO,COMPLETED
2025-08-18 09:46:33,9199749114,9199200040,53,VOICE,424753,423774,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000048,494718217968710,SIP,FAILED
2025-08-08 10:11:26,9198797087,9198839000,1298,DATA,54865940,548659408,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000049,,UDP,COMPLETED
2025-08-12 10:02:45,9199727409,9199083058,0,SMS,473,224,TOWER_018,4488,"North Jeffrey, Minnesota",SID_00000050,193974712520835,SMS-MT/MO,COMPLETED
2025-08-10 12:51:31,203.189.19.6,192.168.244.51,103,VOICE,823675,823489,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000051,249182262430630,RTP,BUSY
2025-08-21 09:42:45,9199872421,9198865201,154,VOICE,1232081,1231973,TOWER_011,4017,"North Paultown, Maryland",SID_00000052,453577043193079,H.323,COMPLETED
2025-08-16 01:55:28,9199062346,9199237759,1629,DATA,68553044,685530441,TOWER_044,5564,"Jacksonport, Colorado",SID_00000053,,HTTP,COMPLETED
2025-08-10 07:50:10,10.0.86.161,9199593815,501,DATA,11521497,115214970,TOWER_039,5348,"Jillland, Georgia",SID_00000054,,TCP,COMPLETED
2025-08-03 22:58:58,9199914679,172.16.189.233,430,VOICE,3439286,3439938,TOWER_029,6702,"New Karen, Illinois",SID_00000055,722685190078318,RTP,FAILED
2025-08-27 07:21:10,172.16.93.236,203.223.48.59,99,VOICE,791771,792333,TOWER_014,1373,"Cindyborough, Nevada",SID_00000056,294346863693367,SIP,FAILED
2025-08-06 10:05:21,9199089246,9199291467,0,SMS,180,103,TOWER_023,6869,"East Danielle, Maine",SID_00000057,757055964031732,SMS-MT/MO,COMPLETED
2025-08-11 14:30:27,9199506996,192.168.51.17,265,VOICE,2119167,2119248,TOWER_024,3691,"Erinchester, Louisiana",SID_00000058,653474304389343,SIP,BUSY
2025-08-22 09:38:25,9198704445,9199073547,0,SMS,196,351,TOWER_013,6431,"South Tracybury, Iowa",SID_00000059,141536362405133,SMS-MT/MO,COMPLETED
2025-08-15 20:32:11,9198913632,9199629699,0,SMS,215,110,TOWER_038,4224,"Davidchester, Delaware",SID_00000060,805820237166890,SMS-MT/MO,COMPLETED
2025-08-02 07:41:22,117.22.40.158,9199484909,386,DATA,2890097,28900978,TOWER_010,4154,"Port Chelsea, Louisiana",SID_00000061,,HTTP,COMPLETED
2025-07-29 22:40:09,9199730479,9198735164,1337,DATA,20952929,209529292,TOWER_011,4017,"North Paultown, Maryland",SID_00000062,,FTP,COMPLETED
2025-07-31 02:36:20,9199083058,9199636010,1737,VOICE,13895508,13896079,TOWER_012,6903,"Wrightmouth, Rhode Island",SID_00000063,757055964031732,H.323,BUSY
2025-08-06 22:37:10,203.189.19.6,10.0.47.89,0,SMS,317,384,TOWER_028,5294,"Maciaschester, New Hampshire",SID_00000064,891399897206643,SMS-MT/MO,COMPLETED
2025-08-22 06:42:00,9199791141,10.0.253.71,1149,DATA,31753764,317537640,TOWER_019,7146,"East Erinland, Virginia",SID_00000065,,UDP,COMPLETED
2025-08-03 07:24:25,9199005977,117.23.182.115,525,DATA,3953775,39537750,TOWER_029,6702,"New Karen, Illinois",SID_00000066,,FTP,COMPLETED
2025-08-05 20:11:24,9199766374,192.168.51.17,33,VOICE,264008,263621,TOWER_039,5348,"Jillland, Georgia",SID_00000067,447192976352193,H.323,COMPLETED
2025-08-22 13:37:32,9199912586,9198969772,59,VOICE,472501,472671,TOWER_023,6869,"East Danielle, Maine",SID_00000068,184216412378392,RTP,COMPLETED
2025-08-08 07:23:02,9199981940,9199347171,1455,DATA,28881022,288810225,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000069,,TCP,COMPLETED
2025-08-03 06:12:13,192.168.214.248,9199377051,0,SMS,167,229,TOWER_005,7633,"Lake Micheleside, West Virginia",SID_00000070,794245546393315,SMS-MT/MO,COMPLETED
2025-08-23 06:53:09,9199772619,9199176530,510,DATA,24232497,242324970,TOWER_009,2871,"Stacyfurt, Oregon",SID_00000071,,FTP,COMPLETED
2025-08-19 10:45:15,9199683852,117.22.40.158,1026,DATA,20980776,209807766,TOWER_037,1265,"Jamesfurt, Hawaii",SID_00000072,,HTTP,COMPLETED
2025-08-13 02:07:56,9199371990,9199499885,302,VOICE,2416553,2416660,TOWER_027,1082,"Patrickhaven, Minnesota",SID_00000073,453577043193079,RTP,FAILED
2025-08-19 08:25:21,9198745443,9199377051,27,VOICE,215087,215962,TOWER_033,3493,"Dorseyfurt, New York",SID_00000074,460082810294755,RTP,COMPLETED
2025-08-22 17:35:25,9199371990,10.0.253.71,0,SMS,251,251,TOWER_019,7146,"East Erinland, Virginia",SID_00000075,972359961156446,SMS-MT/MO,COMPLETED
2025-07-29 06:10:27,9199936648,9199176456,0,SMS,300,168,TOWER_016,5283,"Port Sandraside, Georgia",SID_00000076,426035443964462,SMS-MT/MO,COMPLETED
2025-08-23 06:27:15,9199237759,9199529528,1319,DATA,15355138,153551385,TOWER_034,3329,"North Michaelmouth, Alaska",SID_00000077,,HTTP,COMPLETED
2025-08-26 15:17:30,10.0.176.239,9199386684,34,VOICE,272242,272985,TOWER_026,7761,"Cindyport, Virginia",SID_00000078,488920436109127,RTP,COMPLETED
2025-08-25 18:39:19,172.16.189.233,9199798771,1448,DATA,11772095,117720952,TOWER_021,1884,"Toddfort, New Jersey",SID_00000079,,HTTP,COMPLETED
2025-08-07 19:17:32,203.189.19.6,9199484909,0,SMS,270,333,TOWER_002,5169,"Wesleytown, Nebraska",SID_00000080,788050126147440,SMS-MT/MO,COMPLETED
2025-08-19 10:32:30,9199445655,9199531138,0,SMS,292,188,TOWER_014,1373,"Cindyborough, Nevada",SID_00000081,365306454446496,SMS-MT/MO,COMPLETED
2025-08-21 08:59:10,10.0.239.111,117.16.226.129,0,SMS,384,377,TOWER_037,1265,"Jamesfurt, Hawaii",SID_00000082,214680074518651,SMS-MT/MO,COMPLETED
2025-07-31 01:49:15,203.102.154.80,172.16.75.105,4828,DATA,119343332,1193433320,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000083,,HTTP,COMPLETED
2025-08-20 19:20:42,9199924045,9199075722,1681,DATA,40035536,400355365,TOWER_002,5169,"Wesleytown, Nebraska",SID_00000084,,HTTP,COMPLETED
2025-08-18 18:38:28,9199636010,10.0.22.115,172,VOICE,1376217,1375573,TOWER_009,2871,"Stacyfurt, Oregon",SID_00000085,064100320155902,RTP,BUSY
2025-08-05 07:49:29,9199936884,203.158.42.7,10,VOICE,79170,79456,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000086,064100320155902,RTP,BUSY
2025-08-07 19:58:50,9199506996,9199180778,0,SMS,450,192,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000087,000452039896656,SMS-MT/MO,COMPLETED
2025-07-31 12:30:35,9198797087,192.168.219.243,0,SMS,474,351,TOWER_016,5283,"Port Sandraside, Georgia",SID_00000088,118543469761337,SMS-MT/MO,COMPLETED
2025-08-04 09:30:12,192.168.18.188,117.23.182.115,0,SMS,174,193,TOWER_023,6869,"East Danielle, Maine",SID_00000089,280455980918008,SMS-MT/MO,COMPLETED
2025-08-16 08:37:53,9198879776,9199752362,1722,DATA,45857893,458578932,TOWER_016,5283,"Port Sandraside, Georgia",SID_00000090,,UDP,COMPLETED
2025-07-31 15:22:22,172.16.157.179,117.157.175.10,31,VOICE,248928,247579,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000091,494718217968710,RTP,FAILED
2025-08-08 21:09:12,9198839000,9199684743,0,SMS,381,295,TOWER_021,1884,"Toddfort, New Jersey",SID_00000092,774774375901968,SMS-MT/MO,COMPLETED
2025-08-02 16:08:08,9199128800,9199324301,1135,DATA,42297477,422974775,TOWER_035,5659,"Gallagherbury, Washington",SID_00000093,,UDP,COMPLETED
2025-08-06 08:16:59,9199219374,9199847649,1528,DATA,7686451,76864512,TOWER_043,2887,"Porterberg, Connecticut",SID_00000094,,HTTPS,COMPLETED
2025-08-10 17:57:37,9199924045,10.0.112.181,0,SMS,429,118,TOWER_024,3691,"Erinchester, Louisiana",SID_00000095,942310816508327,SMS-MT/MO,COMPLETED
2025-08-20 11:32:16,9199035602,172.16.180.140,0,SMS,394,128,TOWER_032,1196,"New Joseph, Missouri",SID_00000096,846406935198153,SMS-MT/MO,COMPLETED
2025-08-17 13:54:00,203.159.237.127,9199749114,672,DATA,32310364,323103648,TOWER_010,4154,"Port Chelsea, Louisiana",SID_00000097,,HTTPS,COMPLETED
2025-08-22 17:19:06,192.168.47.242,172.16.48.196,23,VOICE,184469,184824,TOWER_004,9564,"Cassandraview, Nevada",SID_00000098,026185939304866,RTP,BUSY
2025-07-29 13:55:13,9198896606,117.148.167.110,49,VOICE,391438,391831,TOWER_038,4224,"Davidchester, Delaware",SID_00000099,223230585894287,RTP,COMPLETED
2025-08-26 08:19:06,203.218.241.5,9199329178,0,SMS,266,120,TOWER_009,2871,"Stacyfurt, Oregon",SID_00000100,301852461055437,SMS-MT/MO,COMPLETED
2025-08-11 07:17:11,9199846413,9199149954,209,DATA,10063579,100635799,TOWER_035,5659,"Gallagherbury, Washington",SID_00000101,,HTTPS,COMPLETED
2025-08-10 06:32:17,203.7.67.57,172.16.48.196,34,VOICE,271789,272369,TOWER_002,5169,"Wesleytown, Nebraska",SID_00000102,387740003409264,RTP,COMPLETED
2025-08-22 21:07:23,9199914679,9199936648,88,VOICE,704326,704892,TOWER_014,1373,"Cindyborough, Nevada",SID_00000103,204986990513015,SIP,FAILED
2025-08-20 09:00:25,9199391758,9199426081,5,VOICE,39495,40122,TOWER_049,7670,"East Tammyside, Georgia",SID_00000104,022022269554973,SIP,FAILED
2025-08-01 19:16:40,10.0.86.161,9199543950,33,VOICE,263632,264208,TOWER_024,3691,"Erinchester, Louisiana",SID_00000105,145522820724903,SIP,FAILED
2025-08-12 08:19:51,10.0.160.19,9199496257,0,SMS,203,151,TOWER_004,9564,"Cassandraview, Nevada",SID_00000106,885159459791844,SMS-MT/MO,COMPLETED
2025-08-06 17:46:30,9199636010,9199914679,0,SMS,321,367,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000107,280455980918008,SMS-MT/MO,COMPLETED
2025-08-24 08:36:55,9198943094,9199388748,215,DATA,3776969,37769695,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000108,,FTP,COMPLETED
2025-08-15 08:55:12,203.159.237.127,9198943094,0,SMS,182,116,TOWER_032,1196,"New Joseph, Missouri",SID_00000109,089242748403580,SMS-MT/MO,COMPLETED
2025-08-14 13:45:53,172.16.68.212,9199208362,852,DATA,4766173,47661732,TOWER_007,4606,"Wangland, Louisiana",SID_00000110,,UDP,COMPLETED
2025-08-23 06:30:07,117.41.2.72,117.16.226.129,630,DATA,5574492,55744920,TOWER_043,2887,"Porterberg, Connecticut",SID_00000111,,UDP,COMPLETED
2025-08-18 19:08:05,9199485740,9199554546,0,SMS,444,265,TOWER_008,6090,"West Stephanie, Missouri",SID_00000112,408248773737136,SMS-MT/MO,COMPLETED
2025-08-06 23:20:53,117.253.154.44,10.0.47.89,0,SMS,251,407,TOWER_023,6869,"East Danielle, Maine",SID_00000113,625371488688512,SMS-MT/MO,COMPLETED
2025-07-31 07:53:41,9199684743,172.16.180.140,749,DATA,35273930,352739303,TOWER_046,4192,"Deannafort, Minnesota",SID_00000114,,UDP,COMPLETED
2025-08-07 20:25:48,9199024753,10.0.249.45,0,SMS,388,123,TOWER_001,7401,"Port Tylerburgh, Pennsylvania",SID_00000115,199083456701750,SMS-MT/MO,COMPLETED
2025-08-16 00:23:04,9199393447,9199899850,1642,VOICE,13135550,13135247,TOWER_042,7522,"West Brittanybury, Nevada",SID_00000116,387740003409264,SIP,COMPLETED
2025-08-05 20:08:01,9198868345,192.168.212.105,252,VOICE,2015915,2016051,TOWER_017,8486,"Knappport, California",SID_00000117,071440027775018,H.323,FAILED
2025-08-25 08:29:10,9198728698,9199426081,1775,DATA,75755935,757559350,TOWER_008,6090,"West Stephanie, Missouri",SID_00000118,,HTTPS,COMPLETED
2025-08-04 12:08:02,9199507956,9198913261,184,DATA,6858232,68582320,TOWER_033,3493,"Dorseyfurt, New York",SID_00000119,,UDP,COMPLETED
2025-08-05 01:24:34,203.7.67.57,172.16.75.105,40,VOICE,319469,320145,TOWER_036,5713,"North Caitlinside, Michigan",SID_00000120,402186188876838,SIP,FAILED
2025-08-24 13:18:24,203.223.48.59,9199730479,415,DATA,10383383,103833830,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000121,,FTP,COMPLETED
2025-08-03 02:48:26,9199503208,9198726264,678,VOICE,5424499,5424365,TOWER_043,2887,"Porterberg, Connecticut",SID_00000122,076533157025910,H.323,FAILED
2025-08-03 11:38:46,10.0.68.219,9199865772,1121,DATA,51712402,517124026,TOWER_012,6903,"Wrightmouth, Rhode Island",SID_00000123,,HTTPS,COMPLETED
2025-07-31 19:10:31,117.23.182.115,117.22.40.158,96,VOICE,768727,768144,TOWER_034,3329,"North Michaelmouth, Alaska",SID_00000124,687977636381569,SIP,COMPLETED
2025-08-12 10:17:49,9199386684,117.45.99.187,2,DATA,18540,185408,TOWER_016,5283,"Port Sandraside, Georgia",SID_00000125,,FTP,COMPLETED
2025-08-01 01:07:29,192.168.47.242,9198955754,5,VOICE,40440,40370,TOWER_035,5659,"Gallagherbury, Washington",SID_00000126,036995578154449,SIP,BUSY
2025-08-20 18:53:14,192.168.47.242,9198735184,39,VOICE,311386,312883,TOWER_036,5713,"North Caitlinside, Michigan",SID_00000127,840142157568261,RTP,FAILED
2025-08-26 05:16:16,9199170372,9199756795,91,VOICE,727829,728487,TOWER_044,5564,"Jacksonport, Colorado",SID_00000128,757055964031732,RTP,BUSY
2025-08-21 02:36:07,9199127192,9199707316,13,VOICE,103386,104052,TOWER_050,3179,"New Tamarashire, Virginia",SID_00000129,571903869654550,RTP,FAILED
2025-08-17 04:56:32,9199152553,9198857940,0,SMS,442,306,TOWER_020,4717,"Lucasmouth, New Hampshire",SID_00000130,089242748403580,SMS-MT/MO,COMPLETED
2025-08-26 20:01:32,192.168.214.248,9199615789,124,VOICE,992240,991397,TOWER_041,7202,"Charlesstad, Missouri",SID_00000131,080734441502678,H.323,BUSY
2025-08-18 18:55:37,9199176456,203.77.44.249,1222,DATA,39188929,391889290,TOWER_018,4488,"North Jeffrey, Minnesota",SID_00000132,,FTP,COMPLETED
2025-08-20 22:32:21,10.0.19.166,9199554546,491,VOICE,3928822,3928376,TOWER_045,2687,"Port Daniel, Iowa",SID_00000133,545529429967387,SIP,BUSY
2025-07-30 06:07:53,9199127192,117.212.178.98,1253,DATA,49137146,491371468,TOWER_008,6090,"West Stephanie, Missouri",SID_00000134,,UDP,COMPLETED
2025-08-12 23:17:35,9199543950,117.45.99.187,0,SMS,359,389,TOWER_045,2687,"Port Daniel, Iowa",SID_00000135,136628688593272,SMS-MT/MO,COMPLETED
2025-08-06 10:19:08,9198726264,9199543950,15,VOICE,120902,120444,TOWER_018,4488,"North Jeffrey, Minnesota",SID_00000136,286279469588531,H.323,COMPLETED
2025-08-03 06:47:57,9199684743,9199558622,103,VOICE,823105,823236,TOWER_018,4488,"North Jeffrey, Minnesota",SID_00000137,364466405230237,H.323,FAILED
2025-08-14 06:35:31,9199011858,9198753555,1268,DATA,50344291,503442916,TOWER_040,3518,"Dawnborough, Arizona",SID_00000138,,HTTPS,COMPLETED
2025-08-01 07:13:13,203.223.48.59,192.168.233.205,0,SMS,346,401,TOWER_004,9564,"Cassandraview, Nevada",SID_00000139,193974712520835,SMS-MT/MO,COMPLETED
2025-08-15 14:50:26,172.16.157.179,9199811752,129,VOICE,1032016,1032565,TOWER_042,7522,"West Brittanybury, Nevada",SID_00000140,891399897206643,H.323,BUSY
2025-08-08 21:49:38,9199543950,9199899850,12,VOICE,96088,95739,TOWER_035,5659,"Gallagherbury, Washington",SID_00000141,940526453621787,SIP,FAILED
2025-08-09 09:49:07,192.168.62.246,9199011858,50,VOICE,400861,400325,TOWER_012,6903,"Wrightmouth, Rhode Island",SID_00000142,017809793646189,RTP,COMPLETED
2025-08-01 07:56:59,9199219374,9199365007,0,SMS,317,468,TOWER_040,3518,"Dawnborough, Arizona",SID_00000143,868811127290556,SMS-MT/MO,COMPLETED
2025-08-12 20:45:20,10.0.239.111,9199721560,604,DATA,18953338,189533388,TOWER_025,7051,"Teresaville, Indiana",SID_00000144,,HTTPS,COMPLETED
2025-08-09 04:23:47,9199674933,9199161993,0,SMS,426,161,TOWER_025,7051,"Teresaville, Indiana",SID_00000145,606338687531036,SMS-MT/MO,COMPLETED
2025-08-05 15:55:24,9198704445,9199485740,1621,DATA,8274232,82742324,TOWER_008,6090,"West Stephanie, Missouri",SID_00000146,,HTTP,COMPLETED
2025-08-27 03:20:26,9199543950,9198726264,0,SMS,178,379,TOWER_009,2871,"Stacyfurt, Oregon",SID_00000147,228345225812263,SMS-MT/MO,COMPLETED
2025-08-05 17:37:45,172.16.48.3,9199531138,233,DATA,8014501,80145010,TOWER_045,2687,"Port Daniel, Iowa",SID_00000148,,TCP,COMPLETED
2025-08-24 19:14:26,117.212.178.98,9199105397,0,SMS,354,490,TOWER_026,7761,"Cindyport, Virginia",SID_00000149,551658076086999,SMS-MT/MO,COMPLETED
2025-08-05 08:21:09,9198714741,9198856156,0,SMS,171,417,TOWER_008,6090,"West Stephanie, Missouri",SID_00000150,671742246398194,SMS-MT/MO,COMPLETED
2025-08-20 22:52:15,203.189.19.6,9199051181,139,VOICE,1112609,1112156,TOWER_008,6090,"West Stephanie, Missouri",SID_00000151,426035443964462,SIP,BUSY
2025-07-30 06:02:49,10.0.254.11,9199083058,147,VOICE,1175936,1175866,TOWER_048,4428,"Lambchester, Rhode Island",SID_00000152,165511261812704,H.323,COMPLETED
2025-08-09 11:48:24,10.0.22.115,9198803345,1200,DATA,26421600,264216000,TOWER_006,3041,"Jessicafurt, Colorado",SID_00000153,,UDP,COMPLETED
2025-08-14 13:47:09,117.132.106.5,10.0.181.82,909,DATA,14988591,149885919,TOWER_038,4224,"Davidchester, Delaware",SID_00000154,,HTTP,COMPLETED
2025-08-12 05:16:07,117.41.2.72,9199319817,9,VOICE,71459,72072,TOWER_019,7146,"East Erinland, Virginia",SID_00000155,280455980918008,SIP,FAILED
2025-08-09 00:03:46,9199899850,9199026175,12,VOICE,95288,96568,TOWER_020,4717,"Lucasmouth, New Hampshire",SID_00000156,805820237166890,RTP,FAILED
2025-08-07 15:14:27,9199461803,9199075722,756,DATA,21743542,217435428,TOWER_049,7670,"East Tammyside, Georgia",SID_00000157,,UDP,COMPLETED
2025-08-22 15:40:00,9198856156,9199912586,0,SMS,255,450,TOWER_048,4428,"Lambchester, Rhode Island",SID_00000158,585674156787116,SMS-MT/MO,COMPLETED
2025-08-01 06:13:32,9198857940,9198753555,322,DATA,7085030,70850304,TOWER_015,2152,"Jonestown, Washington",SID_00000159,,UDP,COMPLETED
2025-08-17 00:01:10,9199847649,9199512295,383,VOICE,3064044,3064929,TOWER_036,5713,"North Caitlinside, Michigan",SID_00000160,960135244559498,SIP,BUSY
2025-08-20 19:27:44,10.0.239.111,10.0.249.45,0,SMS,382,119,TOWER_044,5564,"Jacksonport, Colorado",SID_00000161,550977448390288,SMS-MT/MO,COMPLETED
2025-07-31 08:27:38,9199912586,9199507956,48,VOICE,384804,383246,TOWER_036,5713,"North Caitlinside, Michigan",SID_00000162,071440027775018,SIP,FAILED
